ID;Công ty/Cơ quan/Đơn vị tuyển dụng;Tỉnh/Thành phố;Phạm vi (Nhà nước/DN trong nước/DN nước ngoài);Ngày đăng;Tháng đăng;Năm đăng;Số lượng tuyển dụng;Số lượng nữ (nếu có);Lĩnh vực tuyển dụng cấp 1 (CNTT/Du lịch/Điện, …);Tên công việc;Vị trí công việc (nếu có);Mức lương (nếu có);Trình độ;Yêu cầu kinh nghiệm/trình độ (năm);Link bài đăng để minh chứng
374;Công Ty TNHH SX TM Đồ Gỗ Nghĩa Sơn;Đồng Nai;DN trong nước;18;12;2024;2;0;IT Phần cứng - Mạng;Nhân Viên Marketing (Chụp Hình, Quay Video);Chuyên viên- nhân viên;11000000 - 13000000;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-marketing-chup-hinh-quay-video.html
375;Công Ty TNHH Cơ Điện Vne Việt Nam;Hà Nội;DN trong nước;13;12;2024;10;0;Điện - Điện tử - Điện lạnh;Kỹ Sư Cơ Điện, Hồ Sơ Nghiệm Thu;Chuyên viên- nhân viên;10000000 - 25000000;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-co-dien-ho-so-nghiem-thu.html
376;Công Ty Cổ Phần Vật Tư Xây Lắp Công Nghiệp Quang Minh;Hà Nội;DN trong nước;18;12;2024;3;3;Điện - Điện tử - Điện lạnh;Kỹ Sư Điện M\u0026E;Chuyên viên- nhân viên;15000000 - 20000000;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-dien-m-e.html
377;Công Ty Cổ Phần Xây Dựng Dic Holdings;Bà Rịa - Vũng Tàu;DN trong nước;17;12;2024;3;3;Xây dựng;Kỹ Sư Cấp Thoát Nước Làm Việc Tại Vũng Tàu;Chuyên viên- nhân viên;15000000 - 20000000;N/A;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-cap-thoat-nuoc-lam-viec-tai-vung-tau.html
378;Công Ty TNHH Goshu Kohsan (Việt Nam);Hưng Yên;DN trong nước;17;12;2024;2;2;Điện - Điện tử - Điện lạnh;Kỹ Thuật Viên Bảo Trì;Chuyên viên- nhân viên;10000000 - 20000000;Lao động phổ thông;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-thuat-vien-bao-tri.html
379;Công Ty TNHH Việt Nam Myth;TP.HCM;DN trong nước;17;12;2024;10;0;Marketing;Livestream Lương Cơ Bản 10-14 Triệu - Đi Làm Ngay;Chuyên viên- nhân viên;8000000 - 11000000;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/livestream-luong-co-ban-10-14-trieu-di-lam-ngay.html
380;Công Ty Cổ Phần Tập Đoàn Pal;Bình Dương;DN trong nước;17;12;2024;3;0;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh Làm Việc Tại Bình Dương;Chuyên viên- nhân viên;10000000 - 14000000;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-lam-viec-tai-binh-duong.html
381;Công Ty TNHH Thương Mại Và Dịch Vụ Tourion Việt Nam;Hà Nội;DN trong nước;17;12;2024;2;0;Khách sạn - Nhà hàng - Du lịch;Nhân Viên Booker Vé Máy Bay Quốc Tế;Chuyên viên- nhân viên;8000000 - 25000000;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-booker-ve-may-bay-quoc-te.html
382;Công Ty TNHH Thương Mại Và Dịch Vụ Tourion Việt Nam;Hà Nội;DN trong nước;16;12;2024;5;0;Khách sạn - Nhà hàng - Du lịch;Nhân Viên Sales Tour Du Lịch, Vé Máy Bay Thu Nhập Lên Đến 40 Triệu / Tháng;Chuyên viên- nhân viên;12000000 - 30000000;Đại học;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-sales-tour-du-lich-ve-may-bay-thu-nhap-len-den-40-trieu-thang.html
383;Công Ty TNHH Đầu Tư Và Xây Dựng Quảng Thuận - Long An;Long An;DN trong nước;17;12;2024;2;0;Xây dựng;Kỹ Sư Điện Tại Long An;Chuyên viên- nhân viên;15000000 - 40000000;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-dien-tai-long-an.html
384;Công Ty TNHH Đầu Tư Và Xây Dựng Quảng Thuận - Long An;Long An;DN trong nước;17;12;2024;5;0;Xây dựng;Kỹ Sư Xây Dựng Cầu Đường, Hạ Tầng Đô Thị Tại Long An;Chuyên viên- nhân viên;13000000 - 18000000;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-xay-dung-cau-duong-ha-tang-do-thi-tai-long-an.html
385;Công Ty TNHH Đầu Tư Và Xây Dựng Quảng Thuận - Long An;Long An;DN trong nước;17;12;2024;4;0;Xây dựng;Kỹ Sư Dự Toán Khối Lượng Tại Long An;Chuyên viên- nhân viên;13000000 - 20000000;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-du-toan-khoi-luong-tai-long-an.html
386;Công ty CP ĐT \u0026 XD Cấp Thoát Nước - WASECO;TP.HCM;DN trong nước;17;12;2024;2;0;Xây dựng;Kỹ Sư Cấp Thoát Nước;Chuyên viên- nhân viên;13000000 - 20000000;Lao động phổ thông;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-cap-thoat-nuoc.html
387;Công Ty TNHH Thế Giới Yến Sào Group;Bình Dương;DN trong nước;17;12;2024;2;0;Bán hàng - Kinh doanh;Nhân Viên Livestream;Chuyên viên- nhân viên;12000000 - 15000000;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-livestream.html
388;Công Ty TNHH Mic-Tech Việt Nam;Hà Nội;DN trong nước;17;12;2024;1;0;Kế toán;Kế Toán Trưởng Biết Tiếng Trung Tại Hà Nội;Quản lý cấp trung;7000000 - 12000000;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ke-toan-truong-biet-tieng-trung-tai-ha-noi.html
389;Công Ty TNHH Thực Phẩm Ngon Cổ Điển;Hà Nội;DN trong nước;17;12;2024;1;0;Kế toán;Kế Toán Tổng Hợp;Chuyên viên- nhân viên;25000000 - 30000000;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ke-toan-tong-hop.html
390;Công Ty TNHH Nhựa Công Nghiệp Chung Long Việt Nam;Đồng Nai;DN trong nước;11;11;2024;1;0;Vận hành - Bảo trì - Bảo dưỡng;Nhân Viên Vận Hành CNC (Có Thể Nhận Việc Sau Tết);Chuyên viên- nhân viên;13000000 - 14000000;Trung cấp;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-van-hanh-cnc-co-the-nhan-viec-sau-tet.html
391;Công Ty Cổ Phần Maison Retail Management International;Bà Rịa - Vũng Tàu;DN trong nước;17;12;2024;2;0;Bán hàng - Kinh doanh;Vũng Tàu - Nhân Viên Bán Hàng Kiêm Thu Ngân - Cửa Hàng Mlb Ba Cu;Chuyên viên- nhân viên;9000000 - 12000000;Đại học;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/vung-tau-nhan-vien-ban-hang-kiem-thu-ngan-cua-hang-mlb-ba-cu.html
392;Công Ty Trách Nhiệm Hữu Hạn Đầu Tư Và Giáo Dục Quang Minh;Bình Dương;DN trong nước;17;12;2024;5;0;Giáo dục - Đào tạo;Nhân Viên Sales-Marketing Không Cần Kinh Nghiệm - Nhận Việc Ngay;Chuyên viên- nhân viên;5500000 - 7000000;Lao động phổ thông;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-sales-marketing-khong-can-kinh-nghiem-nhan-viec-ngay.html
393;Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Đức Hiền Quảng Trị;Nước ngoài;DN trong nước;17;12;2024;2;0;Kế toán;Nhân Viên Kế Toán - Nhận Việc Ngay;Chuyên viên- nhân viên;5000000 - 8000000;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ke-toan-nhan-viec-ngay.html
394;Công Ty TNHH Phát Triển Tcn;N/A;DN trong nước;17;12;2024;5;5;Cơ khí - Ô tô - Tự động hóa;Nhân Viên Kỹ Thuật Vận Hành Máy - Bình Phước;Chuyên viên- nhân viên;10000000 - 18000000;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ky-thuat-van-hanh-may-binh-phuoc.html
395;Công Ty TNHH Huy Hoàng Tq;Hải Phòng;DN trong nước;16;12;2024;1;0;Kế toán;Kế Toán Tổng Hợp;Chuyên viên- nhân viên;10000000 - 12000000;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ke-toan-tong-hop.html
396;Công Ty TNHH Hankyu Hanshin Express Việt Nam;TP.HCM;DN trong nước;12;12;2024;1;0;Xuất Nhập Khẩu;Air Export Manager;Quản lý cấp trung;8000000 - 10000000;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/air-export-manager.html
397;Công Ty TNHH Vận Tải Yunyi Việt Nam;TP.HCM;DN trong nước;16;12;2024;2;0;Hành chính - Thư ký;Trợ Lý Tổng Giám Đốc (Biết Tiếng Trung);Chuyên viên- nhân viên;25000000 - 30000000;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/tro-ly-tong-giam-doc-biet-tieng-trung.html
398;Công Ty Cổ Phần Bigstar Việt Nam;Hà Nội;DN trong nước;16;12;2024;3;0;Khách sạn - Nhà hàng - Du lịch;Nhân Viên Sơ Chế Rau Đi Làm Ngay Hoặc Sau Tết;Chuyên viên- nhân viên;15000000 - 25000000;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-so-che-rau-di-lam-ngay-hoac-sau-tet.html
399;Công Ty TNHH Owe Operation;TP.HCM;DN trong nước;16;12;2024;2;2;Sản xuất - Lắp ráp - Chế biến;Nhân Viên Kỹ Thuật Bộ Phận Sản Xuất;Chuyên viên- nhân viên;6000000 - 8000000;Chứng chỉ;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ky-thuat-bo-phan-san-xuat.html
400;Công Ty Cổ Phần Phân Lân Nung Chảy Văn Điển;Hà Nội;DN trong nước;9;10;2024;2;2;Khoa học - Kỹ thuật;Kỹ Sư Cơ Khí;Chuyên viên- nhân viên;9000000 - 11000000;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-co-khi.html
401;Công Ty TNHH Thực Phẩm Thịt Bò Wangheniu;TP.HCM;DN trong nước;16;12;2024;5;0;Khách sạn - Nhà hàng - Du lịch;Nhân Viên Bếp Nướng Tại Quận 7;Chuyên viên- nhân viên;13000000 - 15000000;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-bep-nuong-tai-quan-7.html
402;Công Ty CP Xây Dựng Và Đầu Tư Phát Triển Thăng Long;Hải Dương;DN trong nước;16;12;2024;2;2;Xây dựng;Kỹ Sư Xây Dựng Dân Dụng Và Giao Thông Tại Hải Dương (Không Yêu Cầu Kinh Nghiệm);Chuyên viên- nhân viên;8500000 - 9000000;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-xay-dung-dan-dung-va-giao-thong-tai-hai-duong-khong-yeu-cau-kinh-nghiem.html
403;Công Ty TNHH Giải Pháp Nông Nghiệp Quốc Tế Nam Long;Long An;DN trong nước;16;12;2024;2;0;Kế toán;Kế Toán Kho;Chuyên viên- nhân viên;12000000 - 20000000;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ke-toan-kho.html
404;Công Ty Cổ Phần Maison Retail Management International;TP.HCM;DN trong nước;16;12;2024;3;0;Bán sỉ - Bán lẻ - Quản lý cửa hàng;HCM - Nhân Viên Bán Hàng Kiêm Thu Ngân - Lush (Mỹ Phẩm);Chuyên viên- nhân viên;8000000 - 10000000;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/hcm-nhan-vien-ban-hang-kiem-thu-ngan-lush-my-pham.html
405;Công Ty TNHH Xây Dựng Và Thương Mại Comeccons Việt Nam;Hà Nội;DN trong nước;15;12;2024;1;0;Kế toán;Kế Toán Tổng Hợp;Chuyên viên- nhân viên;5000000 - 7000000;N/A;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ke-toan-tong-hop.html
406;Công Ty TNHH Ngân Hạnh;Hà Nội;DN trong nước;15;12;2024;20;0;Khoa học - Kỹ thuật;Thợ Hàn - Không Yêu Cầu Kinh Nghiệm;Chuyên viên- nhân viên;10000000 - 15000000;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/tho-han-khong-yeu-cau-kinh-nghiem.html
407;Công Ty Tài Chính TNHH Ngân Hàng Việt Nam Thịnh Vượng SMBC;TP.HCM;DN trong nước;16;12;2024;30;0;Ngân hàng;[HCM] Nhân Viên Nhắc Phí Qua Điện Thoại Thu Nhập 15-20Tr;Chuyên viên- nhân viên;8000000 - 10000000;Trung học;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/hcm-nhan-vien-nhac-phi-qua-dien-thoai-thu-nhap-15-20tr.html
408;Công Ty Tài Chính TNHH Ngân Hàng Việt Nam Thịnh Vượng SMBC;N/A;DN trong nước;16;12;2024;50;0;Tài chính - Đầu tư - Chứng Khoán;[Toàn Quốc] Nhân Viên Xử Lý Tín Chấp Tại Thị Trường;Chuyên viên- nhân viên;15000000 - 20000000;Trung học;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/toan-quoc-nhan-vien-xu-ly-tin-chap-tai-thi-truong.html
409;Công Ty Tài Chính TNHH Ngân Hàng Việt Nam Thịnh Vượng SMBC;N/A;DN trong nước;16;12;2024;50;0;Tài chính - Đầu tư - Chứng Khoán;[Toàn Quốc] Nhân Viên Thu Phí Tín Dụng Thu Nhập 12-20Tr;Chuyên viên- nhân viên;12000000 - 20000000;Trung học;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/toan-quoc-nhan-vien-thu-phi-tin-dung-thu-nhap-12-20tr.html
410;Công Ty TNHH Xây Dựng Ngọc Pháp;Đồng Nai;DN trong nước;18;11;2024;2;2;Xây dựng;Kỹ Sư Xây Dựng Cầu Đường;Chuyên viên- nhân viên;12000000 - 20000000;Lao động phổ thông;7;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-xay-dung-cau-duong.html
411;Công Ty TNHH MTV Vận Tải Và Du Lịch Jac;Hà Nội;DN trong nước;29;11;2024;3;0;Cơ khí - Ô tô - Tự động hóa;Nhân Viên Dọn Nội Thất, Rửa Xe Ô Tô - Đi Làm Ngay;Chuyên viên- nhân viên;15000000 - 20000000;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-don-noi-that-rua-xe-o-to-di-lam-ngay.html
412;Công Ty TNHH Cơ Điện Vne Việt Nam;Hà Nội;DN trong nước;13;12;2024;2;0;Điện - Điện tử - Điện lạnh;NV Thiết Kế Pccc;Chuyên viên- nhân viên;7000000 - 15000000;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nv-thiet-ke-pccc.html
413;Công Ty TNHH Xây Dựng Thương Mại Và Chế Biến Lâm Sản Thăng Long;Hà Nội;DN trong nước;12;12;2024;3;0;Kế toán;Kế Toán Tổng Hợp - Làm Tại Đông Anh (14-18 Triệu / Tháng);Chuyên viên- nhân viên;12000000 - 15000000;N/A;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ke-toan-tong-hop-lam-tai-dong-anh-14-18-trieu-thang.html
414;Công Ty TNHH Thương Mại Dịch Vụ Snug Pub;TP.HCM;DN trong nước;13;12;2024;8;0;Khách sạn - Nhà hàng - Du lịch;Nhân Viên Phục Vụ Bar Tây Ca Tối (Nữ - Part Time);Chuyên viên- nhân viên;14000000 - 18000000;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-phuc-vu-bar-tay-ca-toi-nu-part-time.html
415;Công Ty TNHH Cơ Kim Khí Quang Minh;N/A;DN trong nước;13;12;2024;3;0;Hành chính - Thư ký;Nhân Viên Tư Vấn Chốt Đơn Hàng (Thu Nhập Từ 10 Triệu - 15 Triệu / Tháng);Chuyên viên- nhân viên;20000000 - 30000000;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-tu-van-chot-don-hang-thu-nhap-tu-10-trieu-15-trieu-thang.html
416;Phòng Khám Răng Hàm Mặt Minh Sinh;Hà Nội;DN trong nước;12;12;2024;5;0;Y tế - Chăm sóc sức khỏe;Phụ Tá Nha Khoa - Không Yêu Cầu Kinh Nghiệm;Chuyên viên- nhân viên;8000000 - 15000000;Đại học;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/phu-ta-nha-khoa-khong-yeu-cau-kinh-nghiem.html
417;Công Ty TNHH Polytex Far Eastern (Việt Nam);Bình Dương;DN trong nước;13;12;2024;1;0;Hành chính - Thư ký;Trợ Lý / Phiên Dịch Tiếng Trung 中文翻譯員 / 助理;Chuyên viên- nhân viên;8000000 - 15000000;Lao động phổ thông;5;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/tro-ly-phien-dich-tieng-trung.html
418;Công Ty Cổ Phần Thiết Kế Và Xây Dựng Giza Việt Nam;Hà Nội;DN trong nước;18;10;2024;1;0;Biên phiên dịch;Trợ Lý Giám Đốc Tiếng Hàn;Chuyên viên- nhân viên;12000000 - 18000000;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/tro-ly-giam-doc-tieng-han.html
419;Công Ty Cổ Phần Kỹ Thuật Nông Nghiệp Mita;Long An;DN trong nước;12;12;2024;3;0;Khoa học - Kỹ thuật;Nhân Viên Kỹ Thuật - Tại Long An;Chuyên viên- nhân viên;10000000 - 20000000;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-ky-thuat-tai-long-an.html
420;Công Ty Cổ Phần Kỹ Thuật Nông Nghiệp Mita;Long An;DN trong nước;12;12;2024;3;0;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh - Tại Long An;Chuyên viên- nhân viên;7000000 - 10000000;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-tai-long-an.html
421;Công Ty TNHH TM Xnk Nguyễn Huy;N/A;DN trong nước;12;12;2024;10;0;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh Ngành Hàng Trái Cây - Hà Nội, Hải Phòng - Thu Nhập 12 - 25 Triệu;Chuyên viên- nhân viên;8000000 - 11000000;Đại học;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-nganh-hang-trai-cay-ha-noi-hai-phong-thu-nhap-12-25-trieu.html
422;Công Ty Cổ Phần Xây Dựng Và Xử Lý Nền Móng Hp;Hải Phòng;DN trong nước;12;12;2024;7;7;Xây dựng;Kỹ Sư Xây Dựng;Chuyên viên- nhân viên;12000000 - 25000000;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-xay-dung.html
423;Công Ty TNHH Đầu Tư Xây Dựng Aquarius;TP.HCM;DN trong nước;12;12;2024;2;0;Điện - Điện tử - Điện lạnh;Kỹ Sư Thiết Kế Điện - Điện Mặt Trời (Design Engineer) Quận 2 - Nhận Việc Ngay;Chuyên viên- nhân viên;13000000 - 20000000;Lao động phổ thông;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ky-su-thiet-ke-dien-dien-mat-troi-design-engineer-quan-2-nhan-viec-ngay.html
424;Công Ty TNHH Xây Dựng Và Thương Mại Khánh Hưng;Hà Nội;DN trong nước;12;12;2024;5;0;Xây dựng;Giám Sát Công Trình Thu Nhập Đến 20Tr;Quản lý nhóm- giám sát;10000000 - 15000000;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/giam-sat-cong-trinh-thu-nhap-den-20tr.html
425;Công Ty TNHH Kỹ Thuật Xây Dựng Và Cơ Điện Công Trình Ecmec;Hà Nội;DN trong nước;28;11;2024;3;3;An toàn lao động;Nhân Viên An Toàn Lao Động(HSE) ;Chuyên viên- nhân viên;12000000 - 20000000;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-an-toan-lao-dong-hse.html
426;Công Ty TNHH MTV Vận Tải Và Du Lịch Jac;Hà Nội;DN trong nước;11;12;2024;10;10;Vận Tải - Lái xe - Giao nhận;Lái Xe Đưa Đón Tại Hà Nội - Đi Làm Ngay - Làm Việc Tại Hà Nội;Chuyên viên- nhân viên;12000000 - 20000000;Đại học;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/lai-xe-dua-don-tai-ha-noi-di-lam-ngay-lam-viec-tai-ha-noi.html
427;Công Ty Cổ Phần Maison Retail Management International;Lâm Đồng;DN trong nước;9;12;2024;1;0;Bán sỉ - Bán lẻ - Quản lý cửa hàng;Bảo Lộc - Nhân Viên Bán Hàng Kiêm Thu Ngân (Thời Vụ 4 Tháng);Chuyên viên- nhân viên;8000000 - 12000000;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/bao-loc-nhan-vien-ban-hang-kiem-thu-ngan-thoi-vu-4-thang.html
428;Công Ty Tnhh Thương Mại Xây Dựng Chung Sơn;Thanh Hóa;DN trong nước;11;12;2024;3;3;Quản lý dự án;Nhân Viên Giám Sát Thi Công Nội Thất;Chuyên viên- nhân viên;5000000 - 7000000;N/A;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-giam-sat-thi-cong-noi-that.html
429;Công Ty TNHH Rèm Cửa Nội Thất Hafuni;TP.HCM;DN trong nước;11;12;2024;2;0;Lao động phổ thông;Nhân Viên Thi Công Lắp Đặt Rèm Cửa;Chuyên viên- nhân viên;10000000 - 15000000;N/A;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-thi-cong-lap-dat-rem-cua.html
430;CÔNG TY CỔ PHẦN DƯỢC PHẨM HD HAPPY PHARMA;TP.HCM;DN trong nước;11;12;2024;10;0;Dược phẩm;Trình Dược Viên Kênh OTC;Chuyên viên- nhân viên;8000000 - 12000000;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/trinh-duoc-vien-kenh-otc.html
431;Công Ty Cổ Phần Khoa Học Doit;Hà Nội;DN trong nước;11;12;2024;2;0;Bán hàng - Kinh doanh;Trưởng Phòng Kinh Doanh Mảng Y Tế Tại Hà Nội;Quản lý nhóm- giám sát;8000000 - 25000000;Lao động phổ thông;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/truong-phong-kinh-doanh-mang-y-te-tai-ha-noi.html
432;Công Ty TNHH Tổng Đại Lý Bảo Hiểm Sinh Phúc;Hải Phòng;DN trong nước;11;12;2024;5;0;Chăm sóc khách hàng;Nhân Viên Chăm Sóc Khách Hàng Tại Hải Phòng;Chuyên viên- nhân viên;10000000 - 30000000;Lao động phổ thông;2;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-cham-soc-khach-hang-tai-hai-phong.html
433;Công Ty Cổ Phần Thành Thành Công - Biên Hòa;Tây Ninh;DN trong nước;11;12;2024;1;0;Quản lý tiêu chuẩn và chất lượng;Chuyên Viên QA;Chuyên viên- nhân viên;8000000 - 15000000;N/A;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/chuyen-vien-qa.html
434;Công Ty Cổ Phần Thành Thành Công - Biên Hòa;Tây Ninh;DN trong nước;11;12;2024;1;0;An toàn lao động;Chuyên Viên SHE;Chuyên viên- nhân viên;10000000 - 15000000;Lao động phổ thông;4;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/chuyen-vien-she.html
435;Công ty TNHH Manulife ( Việt Nam );N/A;DN trong nước;11;12;2024;5;0;Ngân hàng;Ngân Hàng Vietinbank - Chuyên Viên Tư Vấn Bảo Hiểm (Lương Cứng 12 Triệu);Chuyên viên- nhân viên;10000000 - 18000000;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/ngan-hang-vietinbank-chuyen-vien-tu-van-bao-hiem-luong-cung-12-trieu.html
436;Chi Nhánh Công Ty TNHH MTV Đầu Tư Bảo Việt (Tp Hà Nội);Gia Lai;DN trong nước;11;12;2024;2;2;Khoa học - Kỹ thuật;Trưởng Ban Quản Lý Kiêm Kỹ Thuật Tòa Nhà;Chuyên viên- nhân viên;8000000 - 15000000;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/truong-ban-quan-ly-kiem-ky-thuat-toa-nha.html
437;Công Ty CP Xây Dựng Và Công Nghệ Môi Trường Hợp Nhất;TP.HCM;DN trong nước;11;12;2024;3;0;Môi trường - Xử lý chất thải;Chuyên Viên Tư Vấn \u0026 Viết Hồ Sơ Môi Trường - Lương Cơ Bản Tới 18 Triệu;Chuyên viên- nhân viên;8000000 - 15000000;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/chuyen-vien-tu-van-viet-ho-so-moi-truong-luong-co-ban-toi-18-trieu.html
438;Chi nhánh Công ty Cổ phần Dược Hà Tĩnh tại Hà Nội;Hà Nội;DN trong nước;11;12;2024;10;0;Y tế - Chăm sóc sức khỏe;Trình Dược Khu Vực Hà Nội Thu Nhập Lên Đến 20Tr- Đi Làm Ngay;Chuyên viên- nhân viên;10000000 - 18000000;Chứng chỉ;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/trinh-duoc-khu-vuc-ha-noi-thu-nhap-len-den-20tr-di-lam-ngay.html
439;Công Ty TNHH Tư Vấn Giáo Dục Và Phát Triển Hội Nhập Việt Pháp Á Âu;Hà Nội;DN trong nước;11;12;2024;5;0;Giáo dục - Đào tạo;Chuyên Viên Hồ Sơ Tư Vấn - Du Học Pháp;Chuyên viên- nhân viên;12000000 - 15000000;N/A;1;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/chuyen-vien-ho-so-tu-van-du-hoc-phap.html
440;Công Ty TNHH Thương Mại Và Kỹ Thuật Bke Việt Nam;Hà Nội;DN trong nước;11;12;2024;3;0;Bán hàng - Kinh doanh;Nhân Viên Kinh Doanh - Thu Nhập Lên Tới 30 Triệu;Chuyên viên- nhân viên;10000000 - 20000000;Lao động phổ thông;3;https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-thu-nhap-len-toi-30-trieu.html
